"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.550658917E0,-2.651664734E0,2.455928993E1,-3.581032944E1,4.350367504E1
6.560628917E0,-2.598884583E0,2.460375023E1,-3.612354279E1,4.378366213E1
6.570598917E0,-2.672828674E0,2.471907997E1,-3.622310257E1,4.393506672E1
6.580569916E0,-2.652610779E0,2.477671432E1,-3.597574615E1,4.376272647E1
6.590539916E0,-2.674476624E0,2.477999687E1,-3.616373444E1,4.392057329E1
6.600509916E0,-2.808456421E0,2.464950371E1,-3.590940857E1,4.364597443E1
6.610479916E0,-2.682785034E0,2.475873566E1,-3.606291962E1,4.382609380E1
6.620449916E0,-2.785507202E0,2.480798912E1,-3.614563751E1,4.392837905E1
6.630419916E0,-2.814071655E0,2.481907082E1,-3.572428513E1,4.359047858E1
6.640389916E0,-2.761581421E0,2.480246544E1,-3.596119690E1,4.377209506E1
6.650361125E0,-2.754013062E0,2.472012711E1,-3.603699493E1,4.378737576E1
6.660331125E0,-2.792060852E0,2.471770668E1,-3.591912842E1,4.369146843E1
6.670301125E0,-2.721717834E0,2.472406960E1,-3.610639191E1,4.384471350E1
6.680271125E0,-2.779769897E0,2.483005142E1,-3.586374664E1,4.370888808E1
6.690241125E0,-2.661071777E0,2.479680443E1,-3.587134933E1,4.368886032E1
6.700211125E0,-2.587196350E0,2.461431313E1,-3.610491180E1,4.377353826E1
6.710182125E0,-2.605720520E0,2.459364700E1,-3.599827576E1,4.367508569E1
6.720152125E0,-2.429939270E0,2.463027382E1,-3.606907654E1,4.374395130E1
6.730122125E0,-2.504318237E0,2.462751007E1,-3.621559906E1,4.386747631E1
6.740092125E0,-2.517662048E0,2.481569099E1,-3.621192551E1,4.397113474E1
6.750062125E0,-2.592514038E0,2.472121811E1,-3.595952606E1,4.371438286E1
6.760032125E0,-2.602966309E0,2.467814064E1,-3.577665710E1,4.354027162E1
6.770003125E0,-2.507827759E0,2.458366203E1,-3.596847534E1,4.363916655E1
6.779973125E0,-2.624351501E0,2.457537270E1,-3.599779510E1,4.366551748E1
6.789943125E0,-2.581443787E0,2.456890869E1,-3.603980255E1,4.369396405E1
6.799913125E0,-2.581443787E0,2.456890869E1,-3.603980255E1,4.369396405E1
6.809883125E0,-2.569404602E0,2.456465721E1,-3.622034836E1,4.383991171E1
6.819853125E0,-2.736473083E0,2.472143364E1,-3.590996552E1,4.368252728E1
6.829824125E0,-2.718406677E0,2.476267052E1,-3.598761749E1,4.376857547E1
6.839794125E0,-2.720222473E0,2.456821442E1,-3.603648376E1,4.369925551E1
6.849764125E0,-2.691688538E0,2.450924683E1,-3.608324814E1,4.370296516E1
6.859734125E0,-2.540885925E0,2.455994606E1,-3.625101852E1,4.386095525E1
6.869704125E0,-2.567932129E0,2.459203720E1,-3.624837875E1,4.387832644E1
6.879674125E0,-2.522102356E0,2.459071350E1,-3.600202942E1,4.367161908E1
6.889645125E0,-2.424980164E0,2.446732521E1,-3.613483429E1,4.370648443E1
6.899615125E0,-2.727775574E0,2.454814529E1,-3.609197235E1,4.373422762E1
6.909585125E0,-2.690238953E0,2.465408707E1,-3.602439880E1,4.373578288E1
6.919555125E0,-2.751228333E0,2.460861397E1,-3.611341858E1,4.378735137E1
6.929525125E0,-2.692947388E0,2.468958282E1,-3.590431213E1,4.365715400E1
6.939495125E0,-2.771995544E0,2.467355728E1,-3.622968292E1,4.392104635E1
6.949466125E0,-2.802246094E0,2.455929184E1,-3.617627716E1,4.381477408E1
6.959436125E0,-2.696670532E0,2.461407661E1,-3.621511078E1,4.387093626E1
6.969406125E0,-2.918907166E0,2.471154976E1,-3.597471619E1,4.374198115E1
6.979376125E0,-2.672027588E0,2.456120872E1,-3.593287659E1,4.360692978E1
6.989346125E0,-2.614334106E0,2.456459427E1,-3.613570404E1,4.377263004E1
6.999316125E0,-2.558540344E0,2.439532280E1,-3.589843750E1,4.347845119E1
7.009287125E0,-2.702781677E0,2.440213013E1,-3.582398224E1,4.342956006E1
7.019257125E0,-2.731132507E0,2.450266075E1,-3.584966278E1,4.350905412E1
7.029227125E0,-2.765518188E0,2.442815971E1,-3.570817566E1,4.335270334E1
7.039197125E0,-2.668220520E0,2.448668671E1,-3.594639587E1,4.357591769E1
7.049167125E0,-2.741409302E0,2.454740143E1,-3.598145676E1,4.364350435E1
7.059137125E0,-2.749633789E0,2.450874710E1,-3.623339081E1,4.383032945E1
7.069107125E0,-2.663948059E0,2.472870636E1,-3.597233963E1,4.373345122E1
7.079078125E0,-2.792694092E0,2.455358124E1,-3.591852188E1,4.359836816E1
7.089048125E0,-2.704376221E0,2.460118675E1,-3.584872437E1,4.356217487E1
7.099018125E0,-2.791992188E0,2.458333969E1,-3.573107147E1,4.346084766E1
7.108988125E0,-2.738517761E0,2.440142250E1,-3.573913574E1,4.336144282E1
7.118958125E0,-2.758644104E0,2.457597923E1,-3.609230042E1,4.375206306E1
7.128928125E0,-2.723793030E0,2.444325256E1,-3.595770645E1,4.356430072E1
7.138899125E0,-2.573913574E0,2.443347740E1,-3.605793381E1,4.363249293E1
7.148869125E0,-2.760047913E0,2.455342293E1,-3.572544861E1,4.343726649E1
7.158839125E0,-2.764839172E0,2.456070709E1,-3.587599182E1,4.356557652E1
7.168809125E0,-2.674041748E0,2.460712242E1,-3.592246246E1,4.362435424E1
7.178779125E0,-2.597900391E0,2.461898994E1,-3.592826462E1,4.363122679E1
7.188749125E0,-2.597900391E0,2.461898994E1,-3.592826462E1,4.363122679E1
7.198720125E0,-2.816749573E0,2.462826157E1,-3.587116623E1,4.360304935E1
7.208690125E0,-2.759712219E0,2.464518929E1,-3.613787842E1,4.382861649E1
7.218660125E0,-2.765975952E0,2.467338943E1,-3.621747589E1,4.391050363E1
7.228630125E0,-2.662796021E0,2.457763672E1,-3.606855774E1,4.372746925E1
7.238600125E0,-2.735282898E0,2.460461617E1,-3.611865234E1,4.378842263E1
7.248570125E0,-2.672492981E0,2.465352440E1,-3.602402115E1,4.373406663E1
7.258541125E0,-2.523674011E0,2.452514267E1,-3.600289536E1,4.363553629E1
7.268511125E0,-2.788650513E0,2.457164192E1,-3.571047211E1,4.343708066E1
7.278481125E0,-2.755592346E0,2.462547302E1,-3.601995850E1,4.372007114E1
7.288451125E0,-2.726959229E0,2.462194252E1,-3.585806274E1,4.358299007E1
7.298421125E0,-2.782043457E0,2.457804871E1,-3.581066513E1,4.352268352E1
7.308391125E0,-2.719306946E0,2.466693306E1,-3.584453964E1,4.359682602E1
7.318362125E0,-2.668937683E0,2.452082634E1,-3.573805618E1,4.342352833E1
7.328332125E0,-2.716011047E0,2.457082748E1,-3.600508881E1,4.367457726E1
7.338302125E0,-2.731468201E0,2.453443146E1,-3.596363831E1,4.362089552E1
7.348272125E0,-2.791572571E0,2.443838120E1,-3.574949646E1,4.339416839E1
7.358242125E0,-2.746360779E0,2.455535507E1,-3.604077911E1,4.369720494E1
7.368212125E0,-2.755531311E0,2.463304138E1,-3.592242432E1,4.364401734E1
7.378182125E0,-2.753601074E0,2.458061790E1,-3.580993652E1,4.352172618E1
7.388153125E0,-2.658714294E0,2.459841156E1,-3.614464188E1,4.380166377E1
7.398123125E0,-2.699493408E0,2.454091644E1,-3.591991425E1,4.358651264E1
7.408093125E0,-2.646171570E0,2.456652451E1,-3.577553558E1,4.347879134E1
7.418063125E0,-2.629920959E0,2.449388695E1,-3.595478058E1,4.358455264E1
7.428033125E0,-2.802124023E0,2.452114487E1,-3.572716522E1,4.342313645E1
7.438003125E0,-2.801506042E0,2.458811188E1,-3.595801163E1,4.365091387E1
7.447974125E0,-2.794609070E0,2.448088455E1,-3.596563721E1,4.359645178E1
7.457944125E0,-2.568099976E0,2.451436615E1,-3.575727081E1,4.342961779E1
7.467914125E0,-2.622444153E0,2.437219620E1,-3.619316101E1,4.371299652E1
7.477884125E0,-2.729965210E0,2.442080688E1,-3.605875397E1,4.363556183E1
7.487854125E0,-2.627677917E0,2.453891182E1,-3.587599182E1,4.354480077E1
7.497824125E0,-2.774192810E0,2.447633362E1,-3.608205414E1,4.368869057E1
7.507795125E0,-2.715461731E0,2.454354858E1,-3.604640961E1,4.369328501E1
7.517765125E0,-2.580451965E0,2.450341606E1,-3.608562469E1,4.369494754E1
7.527735125E0,-2.615768433E0,2.455468369E1,-3.620294189E1,4.382268519E1
7.537705125E0,-2.642166138E0,2.458365250E1,-3.607902527E1,4.373823358E1
7.547675125E0,-2.614768982E0,2.452372551E1,-3.605276108E1,4.368125125E1
7.557645125E0,-2.560691833E0,2.438230515E1,-3.606122589E1,4.360580190E1
7.567616125E0,-2.463073730E0,2.439989853E1,-3.615017700E1,4.368360193E1
7.577586125E0,-2.463073730E0,2.439989853E1,-3.615017700E1,4.368360193E1
7.587556125E0,-2.590629578E0,2.435551071E1,-3.598075104E1,4.352604633E1
7.597526125E0,-2.572967529E0,2.431280518E1,-3.567303467E1,4.324694278E1
7.607496125E0,-2.568435669E0,2.437264061E1,-3.597301483E1,4.352792515E1
7.617466125E0,-2.525238037E0,2.437621117E1,-3.599367523E1,4.354447330E1
7.627437125E0,-2.456199646E0,2.444263649E1,-3.613934326E1,4.369814100E1
7.637407125E0,-2.536499023E0,2.436974907E1,-3.609437943E1,4.362479482E1
7.647377125E0,-2.486976624E0,2.430570030E1,-3.633026886E1,4.378173769E1
7.657346875E0,-2.517509460E0,2.428522301E1,-3.627912140E1,4.372967596E1
7.667316875E0,-2.491302490E0,2.420804787E1,-3.598077393E1,4.343791273E1
7.677286875E0,-2.584053040E0,2.430609322E1,-3.617033005E1,4.365496848E1
7.687257875E0,-2.390716553E0,2.423711967E1,-3.613270569E1,4.357437224E1
7.697227875E0,-2.539932251E0,2.448334694E1,-3.596780777E1,4.358404214E1
7.707197875E0,-2.541389465E0,2.447145844E1,-3.609663391E1,4.368384047E1
7.717167875E0,-2.575042725E0,2.442503357E1,-3.585251999E1,4.345821326E1
7.727137875E0,-2.583290100E0,2.436973953E1,-3.599796677E1,4.354780366E1
7.737107875E0,-2.430892944E0,2.441581917E1,-3.603688431E1,4.359700101E1
7.747077875E0,-2.479896545E0,2.430459023E1,-3.601564026E1,4.351998778E1
7.757048875E0,-2.353912354E0,2.432001305E1,-3.627035522E1,4.373262633E1
7.767018875E0,-2.606620789E0,2.434519768E1,-3.614093399E1,4.365375392E1
7.776988875E0,-2.601478577E0,2.429615974E1,-3.627296066E1,4.373555469E1
7.786958875E0,-2.552642822E0,2.435957527E1,-3.606144333E1,4.359280431E1
7.796928875E0,-2.692428589E0,2.428637695E1,-3.580104446E1,4.334503503E1
7.806898875E0,-2.632698059E0,2.422097397E1,-3.591536713E1,4.339931192E1
7.816869875E0,-2.705955505E0,2.432213020E1,-3.597553253E1,4.351008106E1
7.826839875E0,-2.656875610E0,2.439042473E1,-3.617953491E1,4.371396291E1
7.836809875E0,-2.530143738E0,2.454693413E1,-3.617574692E1,4.379084685E1
7.846779875E0,-2.431503296E0,2.437963104E1,-3.596028900E1,4.351345772E1
7.856749875E0,-2.548034668E0,2.439029503E1,-3.631060028E1,4.381596359E1
7.866719875E0,-2.523590088E0,2.441457367E1,-3.620346451E1,4.373935021E1
7.876690875E0,-2.551696777E0,2.442850304E1,-3.613135147E1,4.368910020E1
7.886660875E0,-2.572212219E0,2.441354942E1,-3.580481720E1,4.341224028E1
7.896630875E0,-2.576316833E0,2.433864594E1,-3.616710281E1,4.366997161E1
7.906600875E0,-2.607055664E0,2.439820290E1,-3.604848480E1,4.360690657E1
7.916570875E0,-2.530570984E0,2.443099403E1,-3.641769409E1,4.392636682E1
7.926540875E0,-2.569801331E0,2.443074226E1,-3.635388947E1,4.387562337E1
7.936511875E0,-2.541450500E0,2.437797928E1,-3.637288666E1,4.386036626E1
7.946481875E0,-2.330390930E0,2.433075905E1,-3.646351624E1,4.389766023E1
7.956451875E0,-2.367492676E0,2.448115730E1,-3.610847473E1,4.368928967E1
7.966421875E0,-2.367492676E0,2.448115730E1,-3.610847473E1,4.368928967E1
7.976391875E0,-2.325637817E0,2.455745316E1,-3.635256958E1,4.393161062E1
7.986361875E0,-2.452293396E0,2.433057785E1,-3.627579498E1,4.374841784E1
7.996332875E0,-2.338233948E0,2.434773445E1,-3.657168961E1,4.399736346E1
8.006302875E0,-2.539230347E0,2.448012733E1,-3.637656403E1,4.392014043E1
8.016272875E0,-2.468223572E0,2.438524437E1,-3.641983032E1,4.389916071E1
8.026242875E0,-2.380599976E0,2.446178818E1,-3.640232086E1,4.392237814E1
8.036212875E0,-2.558479309E0,2.468489647E1,-3.631185532E1,4.398227787E1
8.046182875E0,-2.370361328E0,2.450458717E1,-3.603907776E1,4.364525783E1
8.056153875E0,-2.433845520E0,2.469824600E1,-3.624934387E1,4.393110391E1
8.066123875E0,-2.556793213E0,2.444925499E1,-3.619383621E1,4.375268038E1
8.076093875E0,-2.419364929E0,2.446538925E1,-3.636455917E1,4.389521343E1
8.086063875E0,-2.476348877E0,2.462970543E1,-3.624111176E1,4.388818605E1
8.096033875E0,-2.545623779E0,2.438331032E1,-3.627240372E1,4.378028431E1
8.106003875E0,-2.492271423E0,2.451460648E1,-3.637519836E1,4.393554829E1
8.115973875E0,-2.616844177E0,2.440599442E1,-3.616569901E1,4.370878883E1
8.125944875E0,-2.601966858E0,2.451185989E1,-3.597537613E1,4.360996669E1
8.135914875E0,-2.379158020E0,2.446156120E1,-3.616324615E1,4.372423518E1
8.145884875E0,-2.485839844E0,2.453812218E1,-3.608300781E1,4.370677628E1
8.155854875E0,-2.543975830E0,2.445332718E1,-3.626385498E1,4.381214673E1
8.165824875E0,-2.507575989E0,2.452754784E1,-3.632795334E1,4.390454115E1
8.175794875E0,-2.499031067E0,2.453654480E1,-3.650967407E1,4.405954480E1
8.185765875E0,-2.584884644E0,2.443251038E1,-3.643296814E1,4.394303539E1
8.195735875E0,-2.563453674E0,2.440340233E1,-3.622898102E1,4.375655843E1
8.205705875E0,-2.627540588E0,2.456060410E1,-3.647265244E1,4.404976298E1
8.215675875E0,-2.645462036E0,2.458245468E1,-3.618431091E1,4.382464950E1
8.225645875E0,-2.727699280E0,2.453612518E1,-3.642642975E1,4.400393808E1
8.235615875E0,-2.574089050E0,2.470682907E1,-3.650509644E1,4.415512884E1
8.245586875E0,-2.583953857E0,2.452796745E1,-3.631578064E1,4.389913357E1
8.255556875E0,-2.681976318E0,2.462795448E1,-3.657966614E1,4.417919322E1
8.265526875E0,-2.743698120E0,2.457091713E1,-3.612152100E1,4.377239001E1
8.275496875E0,-2.716392517E0,2.455449867E1,-3.630127716E1,4.390996375E1
8.285466875E0,-2.477867126E0,2.460447121E1,-3.640735245E1,4.401153418E1
8.295436875E0,-2.533058167E0,2.466722679E1,-3.639000702E1,4.403545245E1
8.305407875E0,-2.480148315E0,2.476980591E1,-3.658032990E1,4.424720280E1
8.315377875E0,-2.565505981E0,2.476320648E1,-3.646772766E1,4.415533237E1
8.325347875E0,-2.555946350E0,2.470571136E1,-3.628513336E1,4.397176297E1
8.335317875E0,-2.447776794E0,2.470804787E1,-3.622360611E1,4.391615739E1
8.345287875E0,-2.447776794E0,2.470804787E1,-3.622360611E1,4.391615739E1
8.355257875E0,-2.466270447E0,2.463488770E1,-3.612531662E1,4.379496184E1
8.365228875E0,-2.570877075E0,2.458165550E1,-3.607371902E1,4.372848500E1
8.375198875E0,-2.614280701E0,2.449075890E1,-3.601328278E1,4.363013031E1
8.385168875E0,-2.472023010E0,2.454933548E1,-3.619660187E1,4.380610411E1
8.395138875E0,-2.333312988E0,2.460467148E1,-3.616032410E1,4.379958044E1
8.405108875E0,-2.457466125E0,2.444531631E1,-3.613261795E1,4.369414960E1
8.415078875E0,-2.476287842E0,2.450747490E1,-3.629640961E1,4.386544970E1
8.425049875E0,-2.337997437E0,2.463848495E1,-3.626318741E1,4.390375763E1
8.435019875E0,-2.576416016E0,2.458577919E1,-3.627510452E1,4.389739931E1
8.444989875E0,-2.529151917E0,2.463353539E1,-3.633016205E1,4.396690061E1
8.454959875E0,-2.642570496E0,2.457649994E1,-3.612165070E1,4.376940915E1
8.464929875E0,-2.654685974E0,2.437425995E1,-3.594302750E1,4.350923041E1
8.474899875E0,-2.507461548E0,2.454671097E1,-3.630207443E1,4.389383773E1
8.484870875E0,-2.712318420E0,2.450666237E1,-3.643299103E1,4.399199935E1
8.494840875E0,-2.638015747E0,2.452287102E1,-3.641279221E1,4.397978816E1
8.504810875E0,-2.548500061E0,2.453538704E1,-3.624402237E1,4.384186615E1
8.514780875E0,-2.522926331E0,2.441370010E1,-3.604892731E1,4.361099712E1
8.524750875E0,-2.597175598E0,2.452354050E1,-3.616304779E1,4.377117071E1
8.534720875E0,-2.644554138E0,2.463847160E1,-3.602577209E1,4.372532681E1
8.544690875E0,-2.478546143E0,2.469690132E1,-3.603839111E1,4.375895063E1
8.554661875E0,-2.504127502E0,2.450067902E1,-3.596957397E1,4.359316665E1
8.564631875E0,-2.564842224E0,2.458271217E1,-3.615359497E1,4.379464103E1
8.574601875E0,-2.303359985E0,2.454922104E1,-3.636598969E1,4.393694262E1
8.584571875E0,-2.518882751E0,2.470698738E1,-3.631644440E1,4.399618312E1
8.594541875E0,-2.652656555E0,2.464841652E1,-3.643508530E1,4.406922355E1
8.604511875E0,-2.645530701E0,2.447403145E1,-3.613000870E1,4.371904135E1
8.614482875E0,-2.742118835E0,2.446719170E1,-3.582882309E1,4.347260343E1
8.624452875E0,-2.691589355E0,2.466655731E1,-3.615094757E1,4.384717452E1
8.634422875E0,-2.639938354E0,2.470061493E1,-3.636501312E1,4.403979827E1
8.644392875E0,-2.712303162E0,2.474681091E1,-3.651097870E1,4.419064159E1
8.654363375E0,-2.565559387E0,2.461984062E1,-3.634379578E1,4.397260668E1
8.664333375E0,-2.436950684E0,2.453016090E1,-3.641274261E1,4.397221108E1
8.674304375E0,-2.523582458E0,2.455064964E1,-3.644161224E1,4.401242971E1
8.684274375E0,-2.354888916E0,2.444209099E1,-3.661051941E1,4.408277946E1
8.694244375E0,-2.469421387E0,2.456322098E1,-3.637586975E1,4.396195818E1
8.704214375E0,-2.568817139E0,2.464094543E1,-3.643373489E1,4.405896108E1
8.714184375E0,-2.655822754E0,2.471114159E1,-3.634313202E1,4.402859478E1
8.724154375E0,-2.669853210E0,2.460037804E1,-3.637392044E1,4.399282673E1
8.734125375E0,-2.669853210E0,2.460037804E1,-3.637392044E1,4.399282673E1
8.744095375E0,-2.452690125E0,2.471706009E1,-3.645171356E1,4.410981943E1
8.754065375E0,-2.539878845E0,2.474723434E1,-3.627195740E1,4.398330917E1
8.764035375E0,-2.467330933E0,2.469829559E1,-3.622649384E1,4.391414787E1
8.774005375E0,-2.515914917E0,2.465221977E1,-3.623362732E1,4.389689643E1
8.783975375E0,-2.647285461E0,2.454855728E1,-3.615523911E1,4.378174391E1
8.793946375E0,-2.541877747E0,2.461320496E1,-3.650971603E1,4.410476579E1
8.803916375E0,-2.724929810E0,2.456402206E1,-3.607143021E1,4.372601628E1
8.813886375E0,-2.584564209E0,2.447782707E1,-3.625055695E1,4.381719833E1
8.823856375E0,-2.644561768E0,2.456684303E1,-3.645877457E1,4.404277156E1
8.833826375E0,-2.703109741E0,2.451902962E1,-3.607422256E1,4.370170648E1
8.843796375E0,-2.556098938E0,2.460692978E1,-3.622182465E1,4.386405380E1
8.853767375E0,-2.637512207E0,2.458143806E1,-3.598185349E1,4.365658425E1
8.863737375E0,-2.586456299E0,2.459573174E1,-3.625860977E1,4.388993687E1
8.873707375E0,-2.620094299E0,2.455162621E1,-3.650959778E1,4.407491320E1
8.883677375E0,-2.567581177E0,2.445330811E1,-3.637301636E1,4.390390722E1
8.893647375E0,-2.591461182E0,2.458480835E1,-3.667681122E1,4.423027192E1
8.903617375E0,-2.632369995E0,2.459343719E1,-3.650226974E1,4.409288175E1
8.913588375E0,-2.628204346E0,2.458958435E1,-3.632345581E1,4.394255976E1
8.923558375E0,-2.468177795E0,2.470731926E1,-3.654331589E1,4.418096267E1
8.933528375E0,-2.508651733E0,2.452028084E1,-3.649654388E1,4.404015465E1
8.943498375E0,-2.626831055E0,2.460097504E1,-3.626928711E1,4.390409322E1
8.953468375E0,-2.583595276E0,2.465153885E1,-3.648550034E1,4.410856002E1
8.963438375E0,-2.636169434E0,2.463352966E1,-3.631552887E1,4.396109428E1
8.973408375E0,-2.478393555E0,2.472718430E1,-3.648519135E1,4.414459497E1
8.983379375E0,-2.499992371E0,2.467800522E1,-3.622988129E1,4.390738208E1
8.993349375E0,-2.543380737E0,2.476721954E1,-3.615584564E1,4.389907885E1
9.003319375E0,-2.536781311E0,2.471652603E1,-3.638163757E1,4.405638967E1
9.013289375E0,-2.458511353E0,2.464732170E1,-3.652298737E1,4.413007309E1
9.023259375E0,-2.373588562E0,2.464480782E1,-3.626099777E1,4.390740751E1
9.033229375E0,-2.595893860E0,2.465990829E1,-3.624275970E1,4.391340767E1
9.043200375E0,-2.532501221E0,2.449275970E1,-3.630581665E1,4.386822498E1
9.053170375E0,-2.607467651E0,2.455900955E1,-3.605609131E1,4.370338154E1
9.063140375E0,-2.648765564E0,2.467788696E1,-3.620559692E1,4.389600566E1
9.073110375E0,-2.373161316E0,2.462455750E1,-3.623869324E1,4.387759809E1
9.083080375E0,-2.541549683E0,2.453413582E1,-3.636589813E1,4.394157305E1
9.093050375E0,-2.585632324E0,2.454256630E1,-3.611156082E1,4.373863144E1
9.103021375E0,-2.556648254E0,2.474238205E1,-3.635585785E1,4.405076980E1
9.112991375E0,-2.575653076E0,2.462458420E1,-3.650450897E1,4.410876683E1
9.122961375E0,-2.575653076E0,2.462458420E1,-3.650450897E1,4.410876683E1
9.132931375E0,-2.566314697E0,2.467464256E1,-3.624005127E1,4.391771024E1
9.142901375E0,-2.578254700E0,2.459484863E1,-3.625801086E1,4.388846464E1
9.152871375E0,-2.572830200E0,2.450762367E1,-3.612042236E1,4.372559874E1
9.162842375E0,-2.409072876E0,2.469196129E1,-3.615706635E1,4.385008587E1
9.172812375E0,-2.426742554E0,2.474332237E1,-3.630276871E1,4.400013747E1
9.182782375E0,-2.443199158E0,2.465476227E1,-3.641512299E1,4.404415633E1
9.192752375E0,-2.321067810E0,2.481422234E1,-3.644612885E1,4.415261367E1
9.202722375E0,-2.430183411E0,2.478828239E1,-3.635980225E1,4.407266675E1
9.212692375E0,-2.421669006E0,2.474379539E1,-3.642669678E1,4.410242770E1
9.222663375E0,-2.494514465E0,2.469874573E1,-3.635440826E1,4.402151341E1
9.232633375E0,-2.572433472E0,2.460678482E1,-3.633863831E1,4.396143659E1
9.242603375E0,-2.489524841E0,2.469544792E1,-3.629981232E1,4.397430223E1
9.252573375E0,-2.529266357E0,2.466474724E1,-3.636239624E1,4.401103049E1
9.262543375E0,-2.529304504E0,2.465200424E1,-3.621417999E1,4.388149413E1
9.272513375E0,-2.589332581E0,2.467420387E1,-3.633242798E1,4.399507135E1
9.282484375E0,-2.493675232E0,2.460610771E1,-3.644382477E1,4.404351617E1
9.292454375E0,-2.471496582E0,2.469750404E1,-3.640293884E1,4.405960687E1
9.302424375E0,-2.492439270E0,2.466445923E1,-3.654848099E1,4.416264558E1
9.312394375E0,-2.552009583E0,2.460441589E1,-3.648025513E1,4.407605981E1
9.322364375E0,-2.417182922E0,2.458127975E1,-3.649835205E1,4.407053199E1
9.332334375E0,-2.592254639E0,2.456063461E1,-3.611134720E1,4.374898802E1
9.342305375E0,-2.437118530E0,2.451308250E1,-3.636911392E1,4.392656609E1
9.352275375E0,-2.449401855E0,2.462660980E1,-3.666091919E1,4.423225605E1
9.362245375E0,-2.481781006E0,2.453601837E1,-3.642349625E1,4.398689024E1
9.372215375E0,-2.548446655E0,2.450596619E1,-3.631037140E1,4.388029205E1
9.382185375E0,-2.725959778E0,2.460263252E1,-3.607064056E1,4.374713127E1
9.392155375E0,-2.668487549E0,2.467833900E1,-3.644707489E1,4.409683106E1
9.402126375E0,-2.572174072E0,2.466461563E1,-3.649889755E1,4.412628317E1
9.412096375E0,-2.671867371E0,2.464332199E1,-3.626273346E1,4.392514123E1
9.422066375E0,-2.597587585E0,2.457845688E1,-3.640684128E1,4.400347822E1
9.432036375E0,-2.642013550E0,2.455058479E1,-3.647346497E1,4.404571598E1
9.442006375E0,-2.682121277E0,2.452676964E1,-3.636500549E1,4.394507740E1
9.451976375E0,-2.650070190E0,2.455688858E1,-3.623485565E1,4.385234786E1
9.461946375E0,-2.614776611E0,2.459335136E1,-3.643199158E1,4.403362350E1
9.471917375E0,-2.587547302E0,2.463515472E1,-3.651239777E1,4.412189298E1
9.481887375E0,-2.576507568E0,2.459775734E1,-3.634500885E1,4.396188947E1
9.491857375E0,-2.641143799E0,2.451722908E1,-3.653677368E1,4.407954167E1
9.501827375E0,-2.583236694E0,2.463311768E1,-3.662333679E1,4.421235569E1
9.511797375E0,-2.583236694E0,2.463311768E1,-3.662333679E1,4.421235569E1
9.521767375E0,-2.704399109E0,2.467697334E1,-3.664067078E1,4.425839517E1
9.531738375E0,-2.410583496E0,2.456375694E1,-3.653849792E1,4.409366053E1
9.541708375E0,-2.537750244E0,2.463239861E1,-3.676269150E1,4.432483191E1
9.551678375E0,-2.554458618E0,2.449997330E1,-3.656508255E1,4.408831152E1
9.561648375E0,-2.601882935E0,2.455721855E1,-3.659460831E1,4.414739103E1
9.571618375E0,-2.531196594E0,2.464459610E1,-3.669194412E1,4.427258561E1
9.581588375E0,-2.423400879E0,2.448716927E1,-3.646147156E1,4.398787604E1
9.591559375E0,-2.576797485E0,2.459237099E1,-3.644115448E1,4.403841886E1
9.601529375E0,-2.597564697E0,2.459803581E1,-3.638374329E1,4.399531206E1
9.611499375E0,-2.577110291E0,2.459152603E1,-3.630345535E1,4.392408816E1
9.621469375E0,-2.724685669E0,2.461457253E1,-3.621052551E1,4.386916059E1
9.631439375E0,-2.622955322E0,2.458638573E1,-3.601946259E1,4.368949465E1
9.641409375E0,-2.512718201E0,2.457466316E1,-3.626357269E1,4.387795035E1
9.651380375E0,-2.522567749E0,2.462231636E1,-3.601692200E1,4.370172172E1
9.661349625E0,-2.488647461E0,2.461602211E1,-3.599806976E1,4.368069296E1
9.671319625E0,-2.508102417E0,2.465233803E1,-3.626044083E1,4.391865113E1
9.681289625E0,-2.609634399E0,2.455491066E1,-3.624659729E1,4.385851849E1
9.691259625E0,-2.611747742E0,2.470255852E1,-3.622254944E1,4.392164286E1
9.701229625E0,-2.629173279E0,2.455966377E1,-3.615801239E1,4.378917100E1
9.711200625E0,-2.540359497E0,2.467158890E1,-3.625632858E1,4.392791922E1
9.721170625E0,-2.466308594E0,2.462713051E1,-3.621284485E1,4.386283583E1
9.731140625E0,-2.540267944E0,2.441175652E1,-3.632877350E1,4.384252047E1
9.741110625E0,-2.296478271E0,2.456434631E1,-3.647234344E1,4.403308709E1
9.751080625E0,-2.409919739E0,2.455460358E1,-3.631842041E1,4.390630856E1
9.761050625E0,-2.381622314E0,2.456708145E1,-3.616690826E1,4.378651470E1
9.771021625E0,-2.554328918E0,2.456909180E1,-3.634292221E1,4.394283631E1
9.780991625E0,-2.534393311E0,2.450154877E1,-3.611026001E1,4.371155361E1
9.790961625E0,-2.511390686E0,2.461019516E1,-3.645257568E1,4.405404707E1
9.800931625E0,-2.436973572E0,2.459936333E1,-3.630168152E1,4.391901180E1
9.810901625E0,-2.342308044E0,2.450626755E1,-3.628558350E1,4.384845637E1
9.820871625E0,-2.269683838E0,2.450998688E1,-3.626318359E1,4.382818050E1
9.830842625E0,-2.373947144E0,2.466727448E1,-3.653933716E1,4.415012135E1
9.840812625E0,-2.451728821E0,2.474539948E1,-3.641471863E1,4.409509612E1
